text,id
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 no município Fortaleza ', 'O valor do Matrícula em distorção no ensino médio: no município Fortaleza 29964.0 ']",4930
"['Qual o Matrícula em distorção no ensino fundamental no município Fortim em 2011 ', 'O Matrícula em distorção no ensino fundamental no município Fortim é 174.0 ']",4931
"['Número do Matrícula em distorção no ensino médio  em 2011 na cidade Fortim ', 'Número do Matrícula em distorção no ensino médio na cidade Fortim 174.0 ']",4932
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 no município Frecheirinha ', 'O valor do Matrícula em distorção no ensino fundamental: no município Frecheirinha 61.0 ']",4933
"['Qual o Matrícula em distorção no ensino médio na cidade Frecheirinha em 2011 ', 'O Matrícula em distorção no ensino médio na cidade Frecheirinha é 61.0 ']",4934
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica General Sampaio em 2011 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica General Sampaio é 90.0 ']",4935
"['Número do Matrícula em distorção no ensino médio  em 2011 na unidade geográfica General Sampaio ', 'Número do Matrícula em distorção no ensino médio na unidade geográfica General Sampaio 90.0 ']",4936
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Graça ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Graça 138.0 ']",4937
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 no município Graça ', 'O valor do Matrícula em distorção no ensino médio: no município Graça 138.0 ']",4938
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Granja em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Granja 774.0 ']",4939
"['Número do Matrícula em distorção no ensino médio  em 2011 na cidade Granja ', 'Número do Matrícula em distorção no ensino médio na cidade Granja 774.0 ']",4940
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na cidade Granjeiro ', 'Número do Matrícula em distorção no ensino fundamental na cidade Granjeiro 65.0 ']",4941
"['Qual o Matrícula em distorção no ensino médio na cidade Granjeiro em 2011 ', 'O Matrícula em distorção no ensino médio na cidade Granjeiro é 65.0 ']",4942
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 no município Groaíras ', 'O valor do Matrícula em distorção no ensino fundamental: no município Groaíras 195.0 ']",4943
"['Quais os números Matrícula em distorção no ensino médio na unidade geográfica Groaíras em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: na unidade geográfica Groaíras 195.0']",4944
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 na unidade geográfica Guaiúba ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Guaiúba é: 382.0 ']",4945
"['Número do Matrícula em distorção no ensino médio  em 2011 no município Guaiúba ', 'Número do Matrícula em distorção no ensino médio no município Guaiúba 382.0 ']",4946
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Guaraciaba do Norte ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Guaraciaba do Norte 542.0 ']",4947
"['Quantidade no Matrícula em distorção no ensino médio na cidade Guaraciaba do Norte em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: na cidade Guaraciaba do Norte 542.0 ']",4948
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Guaramiranga ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Guaramiranga 57.0 ']",4949
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 na cidade Guaramiranga ', 'O nível do Matrícula em distorção no ensino médio na cidade Guaramiranga é: 57.0 ']",4950
"['Quantidade no Matrícula em distorção no ensino fundamental no município Hidrolândia em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: no município Hidrolândia 219.0 ']",4951
"['Quantidade no Matrícula em distorção no ensino médio no município Hidrolândia em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: no município Hidrolândia 219.0 ']",4952
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Horizonte ', 'Número do Matrícula em distorção no ensino fundamental na unidade geográfica Horizonte 760.0 ']",4953
"['Qual o Matrícula em distorção no ensino médio na cidade Horizonte em 2011 ', 'O Matrícula em distorção no ensino médio na cidade Horizonte é 760.0 ']",4954
"['Qual o Matrícula em distorção no ensino fundamental na cidade Ibaretama em 2011 ', 'O Matrícula em distorção no ensino fundamental na cidade Ibaretama é 107.0 ']",4955
"['Número do Matrícula em distorção no ensino médio  em 2011 na cidade Ibaretama ', 'Número do Matrícula em distorção no ensino médio na cidade Ibaretama 107.0 ']",4956
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Ibiapina em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Ibiapina 297.0 ']",4957
"['Quantidade no Matrícula em distorção no ensino médio na cidade Ibiapina em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: na cidade Ibiapina 297.0 ']",4958
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Ibicuitinga em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Ibicuitinga 157.0 ']",4959
"['Número do Matrícula em distorção no ensino médio  em 2011 no município Ibicuitinga ', 'Número do Matrícula em distorção no ensino médio no município Ibicuitinga 157.0 ']",4960
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica Icapuí em 2011 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica Icapuí é 276.0 ']",4961
"['Quantidade no Matrícula em distorção no ensino médio na cidade Icapuí em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: na cidade Icapuí 276.0 ']",4962
"['Quais os números Matrícula em distorção no ensino fundamental na cidade Icó em 2011 ', 'Os números do Matrícula em distorção no ensino fundamental são: na cidade Icó 317.0']",4963
"['Quais os números Matrícula em distorção no ensino médio no município Icó em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: no município Icó 317.0']",4964
"['Quantidade no Matrícula em distorção no ensino fundamental no município Iguatu em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: no município Iguatu 864.0 ']",4965
"['Quantidade no Matrícula em distorção no ensino médio na cidade Iguatu em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: na cidade Iguatu 864.0 ']",4966
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Independência ', 'Número do Matrícula em distorção no ensino fundamental na unidade geográfica Independência 246.0 ']",4967
"['Qual o Matrícula em distorção no ensino médio na cidade Independência em 2011 ', 'O Matrícula em distorção no ensino médio na cidade Independência é 246.0 ']",4968
"['Número do Matrícula em distorção no ensino fundamental  em 2011 no município Ipaporanga ', 'Número do Matrícula em distorção no ensino fundamental no município Ipaporanga 75.0 ']",4969
"['Quais os números Matrícula em distorção no ensino médio no município Ipaporanga em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: no município Ipaporanga 75.0']",4970
"['Qual o Matrícula em distorção no ensino fundamental no município Ipaumirim em 2011 ', 'O Matrícula em distorção no ensino fundamental no município Ipaumirim é 122.0 ']",4971
"['Quais os números Matrícula em distorção no ensino médio no município Ipaumirim em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: no município Ipaumirim 122.0']",4972
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na cidade Ipu ', 'Número do Matrícula em distorção no ensino fundamental na cidade Ipu 611.0 ']",4973
"['Quais os números Matrícula em distorção no ensino médio no município Ipu em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: no município Ipu 611.0']",4974
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Ipueiras ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Ipueiras 414.0 ']",4975
"['Quais os números Matrícula em distorção no ensino médio na unidade geográfica Ipueiras em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: na unidade geográfica Ipueiras 414.0']",4976
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Iracema em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Iracema 73.0 ']",4977
"['Quais os números Matrícula em distorção no ensino médio no município Iracema em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: no município Iracema 73.0']",4978
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Irauçuba ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Irauçuba 287.0 ']",4979
"['Quantidade no Matrícula em distorção no ensino médio no município Irauçuba em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: no município Irauçuba 287.0 ']",4980
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 na unidade geográfica Itaiçaba ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Itaiçaba é: 74.0 ']",4981
"['Número do Matrícula em distorção no ensino médio  em 2011 no município Itaiçaba ', 'Número do Matrícula em distorção no ensino médio no município Itaiçaba 74.0 ']",4982
"['Qual o Matrícula em distorção no ensino fundamental na cidade Itaitinga em 2011 ', 'O Matrícula em distorção no ensino fundamental na cidade Itaitinga é 660.0 ']",4983
"['Número do Matrícula em distorção no ensino médio  em 2011 na cidade Itaitinga ', 'Número do Matrícula em distorção no ensino médio na cidade Itaitinga 660.0 ']",4984
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na cidade Itapajé ', 'Número do Matrícula em distorção no ensino fundamental na cidade Itapajé 757.0 ']",4985
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 na cidade Itapajé ', 'O nível do Matrícula em distorção no ensino médio na cidade Itapajé é: 757.0 ']",4986
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Itapipoca em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Itapipoca 1156.0 ']",4987
"['Número do Matrícula em distorção no ensino médio  em 2011 na unidade geográfica Itapipoca ', 'Número do Matrícula em distorção no ensino médio na unidade geográfica Itapipoca 1156.0 ']",4988
"['Quais os números Matrícula em distorção no ensino fundamental na cidade Itapiúna em 2011 ', 'Os números do Matrícula em distorção no ensino fundamental são: na cidade Itapiúna 164.0']",4989
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 na unidade geográfica Itapiúna ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Itapiúna 164.0 ']",4990
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 na cidade Itarema ', 'O nível do Matrícula em distorção no ensino fundamental na cidade Itarema é: 395.0 ']",4991
"['Quantidade no Matrícula em distorção no ensino médio no município Itarema em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: no município Itarema 395.0 ']",4992
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 no município Itatira ', 'O nível do Matrícula em distorção no ensino fundamental no município Itatira é: 374.0 ']",4993
"['Quais os números Matrícula em distorção no ensino médio na cidade Itatira em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: na cidade Itatira 374.0']",4994
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica Jaguaretama em 2011 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica Jaguaretama é 170.0 ']",4995
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 na unidade geográfica Jaguaretama ', 'O nível do Matrícula em distorção no ensino médio na unidade geográfica Jaguaretama é: 170.0 ']",4996
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 no município Jaguaribara ', 'O nível do Matrícula em distorção no ensino fundamental no município Jaguaribara é: 114.0 ']",4997
"['Qual o Matrícula em distorção no ensino médio na cidade Jaguaribara em 2011 ', 'O Matrícula em distorção no ensino médio na cidade Jaguaribara é 114.0 ']",4998
"['Qual o Matrícula em distorção no ensino fundamental na cidade Jaguaribe em 2011 ', 'O Matrícula em distorção no ensino fundamental na cidade Jaguaribe é 256.0 ']",4999
"['Quantidade no Matrícula em distorção no ensino médio no município Jaguaribe em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: no município Jaguaribe 256.0 ']",5000
"['Quais os números Matrícula em distorção no ensino fundamental no município Jaguaruana em 2011 ', 'Os números do Matrícula em distorção no ensino fundamental são: no município Jaguaruana 314.0']",5001
"['Número do Matrícula em distorção no ensino médio  em 2011 no município Jaguaruana ', 'Número do Matrícula em distorção no ensino médio no município Jaguaruana 314.0 ']",5002
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 no município Jardim ', 'O valor do Matrícula em distorção no ensino fundamental: no município Jardim 611.0 ']",5003
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 na unidade geográfica Jardim ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Jardim 611.0 ']",5004
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 na unidade geográfica Jati ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Jati é: 23.0 ']",5005
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 na unidade geográfica Jati ', 'O nível do Matrícula em distorção no ensino médio na unidade geográfica Jati é: 23.0 ']",5006
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 no município Jijoca de Jericoacoara ', 'O valor do Matrícula em distorção no ensino fundamental: no município Jijoca de Jericoacoara 117.0 ']",5007
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 na unidade geográfica Jijoca de Jericoacoara ', 'O nível do Matrícula em distorção no ensino médio na unidade geográfica Jijoca de Jericoacoara é: 117.0 ']",5008
"['Quantidade no Matrícula em distorção no ensino fundamental no município Juazeiro do Norte em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: no município Juazeiro do Norte 2235.0 ']",5009
"['Qual o Matrícula em distorção no ensino médio no município Juazeiro do Norte em 2011 ', 'O Matrícula em distorção no ensino médio no município Juazeiro do Norte é 2235.0 ']",5010
"['Quais os números Matrícula em distorção no ensino fundamental na cidade Jucás em 2011 ', 'Os números do Matrícula em distorção no ensino fundamental são: na cidade Jucás 214.0']",5011
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 na unidade geográfica Jucás ', 'O nível do Matrícula em distorção no ensino médio na unidade geográfica Jucás é: 214.0 ']",5012
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 no município Lavras da Mangabeira ', 'O nível do Matrícula em distorção no ensino fundamental no município Lavras da Mangabeira é: 387.0 ']",5013
"['Quantidade no Matrícula em distorção no ensino médio na cidade Lavras da Mangabeira em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: na cidade Lavras da Mangabeira 387.0 ']",5014
"['Quais os números Matrícula em distorção no ensino fundamental no município Limoeiro do Norte em 2011 ', 'Os números do Matrícula em distorção no ensino fundamental são: no município Limoeiro do Norte 358.0']",5015
"['Quantidade no Matrícula em distorção no ensino médio na unidade geográfica Limoeiro do Norte em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: na unidade geográfica Limoeiro do Norte 358.0 ']",5016
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Madalena em 2011 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Madalena 228.0']",5017
"['Qual o Matrícula em distorção no ensino médio na unidade geográfica Madalena em 2011 ', 'O Matrícula em distorção no ensino médio na unidade geográfica Madalena é 228.0 ']",5018
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Maracanaú em 2011 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Maracanaú 3991.0']",5019
"['Número do Matrícula em distorção no ensino médio  em 2011 na unidade geográfica Maracanaú ', 'Número do Matrícula em distorção no ensino médio na unidade geográfica Maracanaú 3991.0 ']",5020
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 na cidade Maranguape ', 'O valor do Matrícula em distorção no ensino fundamental: na cidade Maranguape 1616.0 ']",5021
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 na unidade geográfica Maranguape ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Maranguape 1616.0 ']",5022
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 no município Marco ', 'O valor do Matrícula em distorção no ensino fundamental: no município Marco 318.0 ']",5023
"['Número do Matrícula em distorção no ensino médio  em 2011 no município Marco ', 'Número do Matrícula em distorção no ensino médio no município Marco 318.0 ']",5024
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Martinópole em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Martinópole 185.0 ']",5025
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 no município Martinópole ', 'O nível do Matrícula em distorção no ensino médio no município Martinópole é: 185.0 ']",5026
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Massapê em 2011 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Massapê 678.0']",5027
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 na unidade geográfica Massapê ', 'O nível do Matrícula em distorção no ensino médio na unidade geográfica Massapê é: 678.0 ']",5028
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Mauriti ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Mauriti 567.0 ']",5029
"['Quais os números Matrícula em distorção no ensino médio na cidade Mauriti em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: na cidade Mauriti 567.0']",5030
"['Qual o Matrícula em distorção no ensino fundamental na cidade Meruoca em 2011 ', 'O Matrícula em distorção no ensino fundamental na cidade Meruoca é 235.0 ']",5031
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 na cidade Meruoca ', 'O valor do Matrícula em distorção no ensino médio: na cidade Meruoca 235.0 ']",5032
"['Quantidade no Matrícula em distorção no ensino fundamental no município Milagres em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: no município Milagres 85.0 ']",5033
"['Qual o Matrícula em distorção no ensino médio no município Milagres em 2011 ', 'O Matrícula em distorção no ensino médio no município Milagres é 85.0 ']",5034
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na cidade Milhã ', 'Número do Matrícula em distorção no ensino fundamental na cidade Milhã 131.0 ']",5035
"['Número do Matrícula em distorção no ensino médio  em 2011 no município Milhã ', 'Número do Matrícula em distorção no ensino médio no município Milhã 131.0 ']",5036
"['Quantidade no Matrícula em distorção no ensino fundamental na unidade geográfica Miraíma em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na unidade geográfica Miraíma 223.0 ']",5037
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 na unidade geográfica Miraíma ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Miraíma 223.0 ']",5038
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 na unidade geográfica Missão Velha ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Missão Velha é: 267.0 ']",5039
"['Quais os números Matrícula em distorção no ensino médio no município Missão Velha em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: no município Missão Velha 267.0']",5040
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Mombaça em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Mombaça 359.0 ']",5041
"['Qual o Matrícula em distorção no ensino médio na cidade Mombaça em 2011 ', 'O Matrícula em distorção no ensino médio na cidade Mombaça é 359.0 ']",5042
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 na cidade Monsenhor Tabosa ', 'O valor do Matrícula em distorção no ensino fundamental: na cidade Monsenhor Tabosa 262.0 ']",5043
"['Quais os números Matrícula em distorção no ensino médio na unidade geográfica Monsenhor Tabosa em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: na unidade geográfica Monsenhor Tabosa 262.0']",5044
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na cidade Morada Nova ', 'Número do Matrícula em distorção no ensino fundamental na cidade Morada Nova 711.0 ']",5045
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 na unidade geográfica Morada Nova ', 'O valor do Matrícula em distorção no ensino médio: na unidade geográfica Morada Nova 711.0 ']",5046
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Moraújo ', 'Número do Matrícula em distorção no ensino fundamental na unidade geográfica Moraújo 85.0 ']",5047
"['Qual o Matrícula em distorção no ensino médio na cidade Moraújo em 2011 ', 'O Matrícula em distorção no ensino médio na cidade Moraújo é 85.0 ']",5048
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 na cidade Morrinhos ', 'O nível do Matrícula em distorção no ensino fundamental na cidade Morrinhos é: 138.0 ']",5049
"['Quantidade no Matrícula em distorção no ensino médio na unidade geográfica Morrinhos em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: na unidade geográfica Morrinhos 138.0 ']",5050
"['Quantidade no Matrícula em distorção no ensino fundamental no município Mucambo em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: no município Mucambo 112.0 ']",5051
"['Quais os números Matrícula em distorção no ensino médio no município Mucambo em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: no município Mucambo 112.0']",5052
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 na unidade geográfica Mulungu ', 'O nível do Matrícula em distorção no ensino fundamental na unidade geográfica Mulungu é: 123.0 ']",5053
"['Quantidade no Matrícula em distorção no ensino médio no município Mulungu em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: no município Mulungu 123.0 ']",5054
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Nova Olinda ', 'Número do Matrícula em distorção no ensino fundamental na unidade geográfica Nova Olinda 148.0 ']",5055
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 na cidade Nova Olinda ', 'O nível do Matrícula em distorção no ensino médio na cidade Nova Olinda é: 148.0 ']",5056
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 na cidade Nova Russas ', 'O nível do Matrícula em distorção no ensino fundamental na cidade Nova Russas é: 543.0 ']",5057
"['Número do Matrícula em distorção no ensino médio  em 2011 na cidade Nova Russas ', 'Número do Matrícula em distorção no ensino médio na cidade Nova Russas 543.0 ']",5058
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 no município Novo Oriente ', 'O nível do Matrícula em distorção no ensino fundamental no município Novo Oriente é: 184.0 ']",5059
"['Qual o Matrícula em distorção no ensino médio na cidade Novo Oriente em 2011 ', 'O Matrícula em distorção no ensino médio na cidade Novo Oriente é 184.0 ']",5060
"['Qual o Matrícula em distorção no ensino fundamental na cidade Ocara em 2011 ', 'O Matrícula em distorção no ensino fundamental na cidade Ocara é 323.0 ']",5061
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 na cidade Ocara ', 'O valor do Matrícula em distorção no ensino médio: na cidade Ocara 323.0 ']",5062
"['Qual o Matrícula em distorção no ensino fundamental na unidade geográfica Orós em 2011 ', 'O Matrícula em distorção no ensino fundamental na unidade geográfica Orós é 185.0 ']",5063
"['Quais os números Matrícula em distorção no ensino médio na unidade geográfica Orós em 2011 ', 'Os números do Matrícula em distorção no ensino médio são: na unidade geográfica Orós 185.0']",5064
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 na cidade Pacajus ', 'O nível do Matrícula em distorção no ensino fundamental na cidade Pacajus é: 494.0 ']",5065
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 no município Pacajus ', 'O nível do Matrícula em distorção no ensino médio no município Pacajus é: 494.0 ']",5066
"['Qual o Matrícula em distorção no ensino fundamental no município Pacatuba em 2011 ', 'O Matrícula em distorção no ensino fundamental no município Pacatuba é 915.0 ']",5067
"['Número do Matrícula em distorção no ensino médio  em 2011 na cidade Pacatuba ', 'Número do Matrícula em distorção no ensino médio na cidade Pacatuba 915.0 ']",5068
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na cidade Pacoti ', 'Número do Matrícula em distorção no ensino fundamental na cidade Pacoti 123.0 ']",5069
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 no município Pacoti ', 'O nível do Matrícula em distorção no ensino médio no município Pacoti é: 123.0 ']",5070
"['Qual o Matrícula em distorção no ensino fundamental na cidade Pacujá em 2011 ', 'O Matrícula em distorção no ensino fundamental na cidade Pacujá é 62.0 ']",5071
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 no município Pacujá ', 'O nível do Matrícula em distorção no ensino médio no município Pacujá é: 62.0 ']",5072
"['Quais os números Matrícula em distorção no ensino fundamental na unidade geográfica Palhano em 2011 ', 'Os números do Matrícula em distorção no ensino fundamental são: na unidade geográfica Palhano 87.0']",5073
"['Qual o Matrícula em distorção no ensino médio no município Palhano em 2011 ', 'O Matrícula em distorção no ensino médio no município Palhano é 87.0 ']",5074
"['Número do Matrícula em distorção no ensino fundamental  em 2011 no município Palmácia ', 'Número do Matrícula em distorção no ensino fundamental no município Palmácia 94.0 ']",5075
"['Qual o Matrícula em distorção no ensino médio no município Palmácia em 2011 ', 'O Matrícula em distorção no ensino médio no município Palmácia é 94.0 ']",5076
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 no município Paracuru ', 'O valor do Matrícula em distorção no ensino fundamental: no município Paracuru 553.0 ']",5077
"['Quantidade no Matrícula em distorção no ensino médio na unidade geográfica Paracuru em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: na unidade geográfica Paracuru 553.0 ']",5078
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Paraipaba ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Paraipaba 374.0 ']",5079
"['Quantidade no Matrícula em distorção no ensino médio na cidade Paraipaba em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: na cidade Paraipaba 374.0 ']",5080
"['Qual do nível do Matrícula em distorção no ensino fundamental em 2011 no município Parambu ', 'O nível do Matrícula em distorção no ensino fundamental no município Parambu é: 333.0 ']",5081
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 no município Parambu ', 'O valor do Matrícula em distorção no ensino médio: no município Parambu 333.0 ']",5082
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 na unidade geográfica Paramoti ', 'O valor do Matrícula em distorção no ensino fundamental: na unidade geográfica Paramoti 82.0 ']",5083
"['Quantidade no Matrícula em distorção no ensino médio na unidade geográfica Paramoti em 2011 ', 'A quantidade do  Matrícula em distorção no ensino médio: na unidade geográfica Paramoti 82.0 ']",5084
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Pedra Branca em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Pedra Branca 317.0 ']",5085
"['Qual do nível do Matrícula em distorção no ensino médio em 2011 na cidade Pedra Branca ', 'O nível do Matrícula em distorção no ensino médio na cidade Pedra Branca é: 317.0 ']",5086
"['Quantidade no Matrícula em distorção no ensino fundamental na cidade Penaforte em 2011 ', 'A quantidade do  Matrícula em distorção no ensino fundamental: na cidade Penaforte 69.0 ']",5087
"['Qual o Matrícula em distorção no ensino médio no município Penaforte em 2011 ', 'O Matrícula em distorção no ensino médio no município Penaforte é 69.0 ']",5088
"['Qual o Matrícula em distorção no ensino fundamental na cidade Pentecoste em 2011 ', 'O Matrícula em distorção no ensino fundamental na cidade Pentecoste é 373.0 ']",5089
"['Número do Matrícula em distorção no ensino médio  em 2011 na cidade Pentecoste ', 'Número do Matrícula em distorção no ensino médio na cidade Pentecoste 373.0 ']",5090
"['Número do Matrícula em distorção no ensino fundamental  em 2011 na cidade Pereiro ', 'Número do Matrícula em distorção no ensino fundamental na cidade Pereiro 144.0 ']",5091
"['Qual do valor do Matrícula em distorção no ensino médio  em 2011 no município Pereiro ', 'O valor do Matrícula em distorção no ensino médio: no município Pereiro 144.0 ']",5092
"['Qual do valor do Matrícula em distorção no ensino fundamental  em 2011 no município Pindoretama ', 'O valor do Matrícula em distorção no ensino fundamental: no município Pindoretama 318.0 ']",5093
